id,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00002362491 chr1:53363053-53363222 strand=-1 len=56.48.66 ccds=CCDS571.1,35.0,0.0,1.0,4.0,60.0,0.0,10.0,0.0
"ENSE00002362572 chr11:13387003-13387172 strand=1 len=44.93.33 ccds=CCDS44543.1,CCDS31430.1,CCDS31430.1",69.0,24.0,164.0,567.0,5.0,26.0,235.0,358.0
"ENSE00002362598 chr2:131126650-131126819 strand=1 len=56.69.45 ccds=CCDS2161.1,CCDS46410.1",0.0,219.0,98.0,32.0,1.0,112.0,42.0,46.0
"ENSE00002362664 chr21:44190771-44190940 strand=1 len=42.96.32 ccds=CCDS42945.1,CCDS33569.1,CCDS42947.1,CCDS42943.1,CCDS33570.1,CCDS33571.1,CCDS42942.1,CCDS33567.1,CCDS42941.1,CCDS42946.1,CCDS13690.1,CCDS33568.1,CCDS42944.1",9.0,0.0,1.0,0.0,0.0,0.0,64.0,1.0
ENSE00002362681 chr2:231261403-231261572 strand=1 len=69.42.59 ccds=CCDS46538.1,0.0,0.0,55.0,65.0,38.0,0.0,27.0,72.0
ENSE00002362720 chr8:43052040-43052209 strand=1 len=51.78.41 ccds=CCDS47852.1,0.0,0.0,4.0,0.0,8.0,0.0,12.0,4.0
ENSE00002362779 chr12:124140255-124140424 strand=1 len=63.54.53 ccds=CCDS9252.1,300.0,10.0,89.0,7.0,192.0,35.0,133.0,0.0
ENSE00002362944 chr5:94852006-94852175 strand=-1 len=51.57.62 ccds=CCDS4072.1,0.0,32.0,0.0,5.0,1.0,24.0,9.0,3.0
ENSE00002362968 chr6:109965775-109965944 strand=-1 len=42.75.53 ccds=CCDS5077.1,25.0,0.0,48.0,45.0,35.0,5.0,76.0,23.0
ENSE00002362991 chr2:225781377-225781546 strand=-1 len=35.90.45 ccds=CCDS46528.1,0.0,0.0,10.0,40.0,1.0,6.0,71.0,81.0
"ENSE00002363046 chr17:38348400-38348569 strand=1 len=65.51.54 ccds=CCDS11363.1,CCDS11363.1",66.0,0.0,17.0,0.0,70.0,0.0,0.0,4.0
ENSE00002363152 chr17:12844317-12844486 strand=1 len=56.69.45 ccds=CCDS45616.1,1.0,0.0,5.0,49.0,0.0,0.0,2.0,2.0
"ENSE00002363208 chr6:70970307-70970476 strand=-1 len=53.54.63 ccds=CCDS4971.1,CCDS47447.1",103.0,30.0,230.0,318.0,33.0,14.0,36.0,60.0
ENSE00002363360 chr3:129294574-129294743 strand=-1 len=35.90.45 ccds=CCDS33854.1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ENSE00002363362 chr4:114117483-114117652 strand=1 len=41.99.30 ccds=CCDS3702.1,CCDS43261.1",7.0,6.0,98.0,113.0,3.0,9.0,98.0,187.0
ENSE00002363582 chr7:138863213-138863382 strand=1 len=48.84.38 ccds=CCDS5852.1,5.0,12.0,34.0,118.0,16.0,8.0,52.0,115.0
ENSE00002363622 chr21:40551802-40551971 strand=-1 len=48.63.59 ccds=CCDS13660.1,23.0,0.0,0.0,0.0,79.0,2.0,28.0,0.0
"ENSE00002363723 chr6:30298516-30298685 strand=1 len=42.96.32 ccds=CCDS34377.1,CCDS34378.1,CCDS34377.1,CCDS34378.1,CCDS34378.1",0.0,0.0,23.0,153.0,29.0,5.0,57.0,92.0
ENSE00002363858 chr5:72864016-72864185 strand=1 len=44.93.33 ccds=CCDS34186.1,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0
ENSE00002363886 chr17:18158458-18158627 strand=-1 len=39.81.50 ccds=CCDS11192.1,637.0,31.0,258.0,13.0,320.0,10.0,76.0,0.0
"ENSE00002363896 chr2:214161944-214162113 strand=1 len=42.96.32 ccds=CCDS2396.1,CCDS46508.1",18.0,0.0,46.0,86.0,0.0,1.0,38.0,36.0
ENSE00002363982 chr3:52542242-52542411 strand=1 len=47.87.36 ccds=CCDS33768.1,994.0,1.0,169.0,0.0,339.0,2.0,132.0,1.0
ENSE00002364097 chr7:100002597-100002766 strand=-1 len=39.81.50 ccds=CCDS43623.1,45.0,88.0,57.0,2.0,26.0,46.0,38.0,9.0
"ENSE00002364112 chr7:140069357-140069526 strand=-1 len=33.93.44 ccds=CCDS5858.1,CCDS5859.1",11.0,0.0,47.0,133.0,10.0,1.0,79.0,117.0
ENSE00002364142 chr12:104098274-104098443 strand=1 len=62.57.51 ccds=CCDS31888.1,53.0,1576.0,206.0,95.0,26.0,757.0,211.0,104.0
ENSE00002364168 chr5:96086249-96086418 strand=1 len=42.96.32 ccds=CCDS4082.1,0.0,43.0,37.0,63.0,0.0,1.0,11.0,51.0
"ENSE00002364205 chr1:207010246-207010415 strand=1 len=57.66.47 ccds=CCDS1468.1,CCDS1469.1",16.0,0.0,175.0,572.0,6.0,5.0,66.0,120.0
ENSE00002364231 chr1:32121944-32122113 strand=-1 len=57.45.68 ccds=CCDS41297.1,8.0,441.0,84.0,43.0,27.0,240.0,12.0,28.0
ENSE00002364245 chr5:146788246-146788415 strand=-1 len=45.69.56 ccds=CCDS43381.1,24.0,58.0,200.0,340.0,3.0,28.0,146.0,268.0
"ENSE00002364279 chr6:70948894-70949063 strand=-1 len=63.33.74 ccds=CCDS4971.1,CCDS47447.1",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"ENSE00002364301 chr6:84270545-84270714 strand=-1 len=38.84.48 ccds=CCDS47455.1,CCDS47455.1,CCDS47455.1",1.0,50.0,72.0,150.0,6.0,3.0,69.0,86.0
ENSE00002364383 chr3:138188855-138189024 strand=1 len=47.87.36 ccds=CCDS3101.2,0.0,3.0,15.0,0.0,0.0,0.0,6.0,0.0
ENSE00002364434 chr2:135890420-135890589 strand=1 len=45.90.35 ccds=CCDS33294.1,0.0,0.0,0.0,6.0,11.0,0.0,20.0,0.0
ENSE00002364667 chr2:169551425-169551594 strand=1 len=44.93.33 ccds=CCDS2228.1,52.0,4.0,137.0,295.0,24.0,10.0,181.0,210.0
ENSE00002364710 chr17:5040359-5040528 strand=1 len=57.66.47 ccds=CCDS11069.2,186.0,0.0,58.0,0.0,199.0,4.0,50.0,28.0
ENSE00002364718 chr1:178754627-178754796 strand=1 len=65.51.54 ccds=CCDS1325.1,0.0,27.0,3.0,7.0,0.0,61.0,11.0,23.0
ENSE00002364726 chr6:44148933-44149102 strand=1 len=56.69.45 ccds=CCDS47436.1,87.0,0.0,17.0,0.0,25.0,0.0,0.0,0.0
ENSE00002364734 chr2:162814941-162815110 strand=1 len=56.69.45 ccds=CCDS46438.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSE00002364821 chr6:121620542-121620711 strand=-1 len=50.60.60 ccds=CCDS43501.1,0.0,73.0,78.0,129.0,23.0,7.0,169.0,291.0
"ENSE00002364842 chr2:80620286-80620455 strand=1 len=50.81.39 ccds=CCDS42703.2,CCDS42703.2,CCDS42703.2",385.0,218.0,1318.0,2320.0,271.0,133.0,1035.0,1704.0
"ENSE00002364901 chr7:106768609-106768778 strand=1 len=48.84.38 ccds=CCDS5740.1,CCDS5740.1",37.0,31.0,155.0,369.0,28.0,6.0,161.0,238.0
ENSE00002364943 chr5:96106181-96106350 strand=1 len=54.72.44 ccds=CCDS4082.1,0.0,17.0,17.0,35.0,7.0,10.0,37.0,68.0
ENSE00002365136 chr3:72864448-72864617 strand=-1 len=53.54.63 ccds=CCDS33788.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0
"ENSE00002365228 chr1:155644765-155644934 strand=-1 len=36.87.47 ccds=CCDS1116.1,CCDS1116.1,CCDS1115.1,CCDS1116.1",62.0,16.0,103.0,250.0,14.0,2.0,181.0,272.0
"ENSE00002365239 chr3:107463427-107463596 strand=1 len=50.81.39 ccds=CCDS2950.1,CCDS46881.1,CCDS2950.1",601.0,278.0,1357.0,3251.0,90.0,141.0,1039.0,2041.0
ENSE00002365258 chr3:183857817-183857986 strand=1 len=51.78.41 ccds=CCDS3252.1,25.0,2.0,53.0,105.0,0.0,2.0,48.0,106.0
ENSE00002365402 chr6:53373932-53374101 strand=-1 len=42.75.53 ccds=CCDS4952.1,5.0,0.0,20.0,61.0,11.0,0.0,13.0,11.0
ENSE00002365480 chr1:161188413-161188582 strand=1 len=80.21.69 ccds=CCDS1225.1,136.0,208.0,141.0,395.0,29.0,167.0,184.0,227.0
ENSE00002365514 chr12:120576094-120576263 strand=-1 len=33.93.44 ccds=CCDS41847.1,253.0,0.0,94.0,0.0,333.0,0.0,156.0,0.0
"ENSE00002365706 chr6:34211180-34211349 strand=1 len=65.51.54 ccds=CCDS4789.1,CCDS4789.1,CCDS4788.1,CCDS4788.1,CCDS4788.1,CCDS4788.1,CCDS4789.1",0.0,585.0,109.0,41.0,6.0,519.0,102.0,42.0
ENSE00002365706_001 mut chr6:34211180-34211349 strand=1 len=65.51.54,262.0,22.0,62.0,27.0,230.0,0.0,113.0,10.0
ENSE00002365706_002 mut chr6:34211180-34211349 strand=1 len=65.51.54,64.0,33.0,86.0,356.0,113.0,8.0,97.0,113.0
ENSE00002365706_003 mut chr6:34211180-34211349 strand=1 len=65.51.54,43.0,196.0,46.0,12.0,18.0,391.0,58.0,41.0
ENSE00002365706_004 mut chr6:34211180-34211349 strand=1 len=65.51.54,404.0,2.0,137.0,12.0,108.0,5.0,73.0,2.0
ENSE00002365706_005 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,0.0,41.0,95.0,0.0,0.0,44.0,39.0
ENSE00002365706_006 mut chr6:34211180-34211349 strand=1 len=65.51.54,13.0,30.0,107.0,290.0,2.0,0.0,72.0,244.0
ENSE00002365706_007 mut chr6:34211180-34211349 strand=1 len=65.51.54,844.0,12.0,164.0,0.0,433.0,34.0,160.0,8.0
ENSE00002365706_008 mut chr6:34211180-34211349 strand=1 len=65.51.54,5.0,191.0,12.0,0.0,0.0,147.0,27.0,0.0
ENSE00002365706_009 mut chr6:34211180-34211349 strand=1 len=65.51.54,28.0,417.0,100.0,35.0,0.0,366.0,119.0,37.0
ENSE00002365706_010 mut chr6:34211180-34211349 strand=1 len=65.51.54,5.0,974.0,109.0,71.0,15.0,271.0,49.0,8.0
ENSE00002365706_011 mut chr6:34211180-34211349 strand=1 len=65.51.54,31.0,249.0,50.0,7.0,12.0,159.0,91.0,20.0
ENSE00002365706_012 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,0.0,13.0,108.0,22.0,0.0,172.0,169.0
ENSE00002365706_013 mut chr6:34211180-34211349 strand=1 len=65.51.54,287.0,0.0,53.0,0.0,239.0,0.0,92.0,0.0
ENSE00002365706_014 mut chr6:34211180-34211349 strand=1 len=65.51.54,61.0,170.0,43.0,8.0,32.0,3.0,17.0,0.0
ENSE00002365706_015 mut chr6:34211180-34211349 strand=1 len=65.51.54,4.0,23.0,73.0,67.0,1.0,7.0,74.0,109.0
ENSE00002365706_016 mut chr6:34211180-34211349 strand=1 len=65.51.54,43.0,57.0,75.0,8.0,23.0,20.0,81.0,11.0
ENSE00002365706_017 mut chr6:34211180-34211349 strand=1 len=65.51.54,23.0,616.0,123.0,89.0,46.0,349.0,71.0,44.0
ENSE00002365706_018 mut chr6:34211180-34211349 strand=1 len=65.51.54,1025.0,0.0,249.0,13.0,35.0,8.0,12.0,5.0
ENSE00002365706_019 mut chr6:34211180-34211349 strand=1 len=65.51.54,165.0,0.0,12.0,0.0,55.0,6.0,62.0,0.0
ENSE00002365706_020 mut chr6:34211180-34211349 strand=1 len=65.51.54,933.0,0.0,234.0,1.0,386.0,11.0,96.0,2.0
ENSE00002365706_021 mut chr6:34211180-34211349 strand=1 len=65.51.54,660.0,1.0,153.0,0.0,253.0,0.0,47.0,1.0
ENSE00002365706_022 mut chr6:34211180-34211349 strand=1 len=65.51.54,733.0,7.0,176.0,1.0,558.0,0.0,175.0,14.0
ENSE00002365706_023 mut chr6:34211180-34211349 strand=1 len=65.51.54,709.0,0.0,187.0,29.0,216.0,0.0,175.0,3.0
ENSE00002365706_024 mut chr6:34211180-34211349 strand=1 len=65.51.54,854.0,7.0,165.0,5.0,461.0,0.0,337.0,8.0
ENSE00002365706_025 mut chr6:34211180-34211349 strand=1 len=65.51.54,61.0,477.0,87.0,3.0,16.0,86.0,0.0,0.0
ENSE00002365706_026 mut chr6:34211180-34211349 strand=1 len=65.51.54,113.0,471.0,212.0,16.0,49.0,245.0,172.0,11.0
ENSE00002365706_027 mut chr6:34211180-34211349 strand=1 len=65.51.54,7.0,0.0,25.0,0.0,168.0,0.0,90.0,0.0
ENSE00002365706_028 mut chr6:34211180-34211349 strand=1 len=65.51.54,346.0,11.0,82.0,0.0,345.0,11.0,163.0,0.0
ENSE00002365706_029 mut chr6:34211180-34211349 strand=1 len=65.51.54,9.0,849.0,81.0,15.0,3.0,102.0,32.0,5.0
ENSE00002365706_030 mut chr6:34211180-34211349 strand=1 len=65.51.54,36.0,1070.0,118.0,63.0,41.0,301.0,106.0,9.0
ENSE00002365706_031 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,737.0,124.0,96.0,29.0,364.0,86.0,43.0
ENSE00002365706_032 mut chr6:34211180-34211349 strand=1 len=65.51.54,2.0,441.0,85.0,4.0,4.0,296.0,82.0,42.0
ENSE00002365706_033 mut chr6:34211180-34211349 strand=1 len=65.51.54,228.0,1.0,51.0,0.0,126.0,0.0,67.0,5.0
ENSE00002365706_034 mut chr6:34211180-34211349 strand=1 len=65.51.54,781.0,9.0,117.0,0.0,127.0,0.0,85.0,0.0
ENSE00002365706_035 mut chr6:34211180-34211349 strand=1 len=65.51.54,112.0,2.0,20.0,5.0,197.0,5.0,87.0,0.0
ENSE00002365706_036 mut chr6:34211180-34211349 strand=1 len=65.51.54,63.0,1.0,90.0,0.0,303.0,3.0,147.0,10.0
ENSE00002365706_037 mut chr6:34211180-34211349 strand=1 len=65.51.54,137.0,0.0,18.0,10.0,190.0,7.0,61.0,0.0
ENSE00002365706_038 mut chr6:34211180-34211349 strand=1 len=65.51.54,187.0,0.0,44.0,0.0,27.0,0.0,8.0,0.0
ENSE00002365706_039 mut chr6:34211180-34211349 strand=1 len=65.51.54,31.0,0.0,29.0,0.0,249.0,0.0,55.0,0.0
ENSE00002365706_040 mut chr6:34211180-34211349 strand=1 len=65.51.54,689.0,0.0,103.0,0.0,377.0,10.0,126.0,39.0
ENSE00002365706_041 mut chr6:34211180-34211349 strand=1 len=65.51.54,119.0,576.0,133.0,33.0,14.0,247.0,49.0,131.0
ENSE00002365706_042 mut chr6:34211180-34211349 strand=1 len=65.51.54,43.0,390.0,98.0,0.0,30.0,718.0,122.0,33.0
ENSE00002365706_043 mut chr6:34211180-34211349 strand=1 len=65.51.54,15.0,1100.0,272.0,9.0,29.0,255.0,83.0,9.0
ENSE00002365706_044 mut chr6:34211180-34211349 strand=1 len=65.51.54,564.0,4.0,142.0,8.0,326.0,0.0,215.0,4.0
ENSE00002365706_045 mut chr6:34211180-34211349 strand=1 len=65.51.54,882.0,0.0,215.0,1.0,407.0,48.0,227.0,2.0
ENSE00002365706_046 mut chr6:34211180-34211349 strand=1 len=65.51.54,195.0,0.0,49.0,13.0,130.0,0.0,56.0,0.0
ENSE00002365706_047 mut chr6:34211180-34211349 strand=1 len=65.51.54,865.0,6.0,211.0,1.0,632.0,6.0,195.0,3.0
ENSE00002365706_048 mut chr6:34211180-34211349 strand=1 len=65.51.54,375.0,0.0,135.0,0.0,302.0,0.0,139.0,1.0
ENSE00002365706_049 mut chr6:34211180-34211349 strand=1 len=65.51.54,11.0,124.0,46.0,1.0,8.0,127.0,38.0,1.0
ENSE00002365706_050 mut chr6:34211180-34211349 strand=1 len=65.51.54,1.0,600.0,43.0,10.0,19.0,813.0,155.0,24.0
ENSE00002365706_051 mut chr6:34211180-34211349 strand=1 len=65.51.54,505.0,20.0,241.0,9.0,416.0,3.0,148.0,0.0
ENSE00002365706_052 mut chr6:34211180-34211349 strand=1 len=65.51.54,191.0,1.0,76.0,0.0,122.0,0.0,91.0,12.0
ENSE00002365706_053 mut chr6:34211180-34211349 strand=1 len=65.51.54,1.0,747.0,62.0,21.0,22.0,228.0,205.0,51.0
ENSE00002365706_054 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,25.0,107.0,118.0,0.0,12.0,73.0,19.0
ENSE00002365706_055 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,396.0,25.0,3.0,0.0,94.0,23.0,11.0
ENSE00002365706_056 mut chr6:34211180-34211349 strand=1 len=65.51.54,760.0,9.0,96.0,20.0,171.0,1.0,111.0,1.0
ENSE00002365706_057 mut chr6:34211180-34211349 strand=1 len=65.51.54,523.0,6.0,152.0,43.0,359.0,3.0,84.0,4.0
ENSE00002365706_058 mut chr6:34211180-34211349 strand=1 len=65.51.54,698.0,0.0,150.0,0.0,426.0,0.0,152.0,0.0
ENSE00002365706_059 mut chr6:34211180-34211349 strand=1 len=65.51.54,160.0,0.0,109.0,0.0,360.0,4.0,71.0,0.0
ENSE00002365706_060 mut chr6:34211180-34211349 strand=1 len=65.51.54,95.0,0.0,9.0,0.0,273.0,0.0,170.0,0.0
ENSE00002365706_061 mut chr6:34211180-34211349 strand=1 len=65.51.54,220.0,27.0,116.0,2.0,156.0,6.0,159.0,0.0
ENSE00002365706_062 mut chr6:34211180-34211349 strand=1 len=65.51.54,182.0,18.0,169.0,0.0,170.0,38.0,123.0,5.0
ENSE00002365706_063 mut chr6:34211180-34211349 strand=1 len=65.51.54,1596.0,47.0,380.0,4.0,430.0,19.0,200.0,25.0
ENSE00002365706_064 mut chr6:34211180-34211349 strand=1 len=65.51.54,7.0,887.0,132.0,0.0,31.0,338.0,105.0,30.0
ENSE00002365706_065 mut chr6:34211180-34211349 strand=1 len=65.51.54,3.0,64.0,36.0,49.0,0.0,52.0,9.0,47.0
ENSE00002365706_066 mut chr6:34211180-34211349 strand=1 len=65.51.54,2.0,251.0,49.0,0.0,3.0,71.0,41.0,14.0
ENSE00002365706_067 mut chr6:34211180-34211349 strand=1 len=65.51.54,446.0,3.0,90.0,0.0,381.0,15.0,95.0,2.0
ENSE00002365706_068 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,167.0,22.0,15.0,23.0,75.0,24.0,15.0
ENSE00002365706_069 mut chr6:34211180-34211349 strand=1 len=65.51.54,1396.0,6.0,291.0,0.0,1500.0,26.0,398.0,20.0
ENSE00002365706_070 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,0.0,25.0,86.0,1.0,5.0,33.0,70.0
ENSE00002365706_071 mut chr6:34211180-34211349 strand=1 len=65.51.54,78.0,17.0,74.0,191.0,0.0,14.0,68.0,169.0
ENSE00002365706_072 mut chr6:34211180-34211349 strand=1 len=65.51.54,133.0,0.0,87.0,0.0,15.0,0.0,27.0,6.0
ENSE00002365706_073 mut chr6:34211180-34211349 strand=1 len=65.51.54,996.0,17.0,140.0,0.0,507.0,8.0,183.0,1.0
ENSE00002365706_074 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,228.0,21.0,10.0,0.0,59.0,24.0,0.0
ENSE00002365706_075 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,127.0,36.0,0.0,4.0,16.0,25.0,0.0
ENSE00002365706_077 mut chr6:34211180-34211349 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,47.0,0.0,51.0,0.0
ENSE00002365706_078 mut chr6:34211180-34211349 strand=1 len=65.51.54,1091.0,15.0,215.0,0.0,726.0,11.0,199.0,0.0
ENSE00002365706_079 mut chr6:34211180-34211349 strand=1 len=65.51.54,224.0,0.0,33.0,0.0,209.0,19.0,110.0,1.0
ENSE00002365829 chr2:86343597-86343766 strand=1 len=56.69.45 ccds=CCDS33235.1,0.0,10.0,38.0,121.0,1.0,0.0,27.0,73.0
"ENSE00002365840 chr2:178681523-178681692 strand=-1 len=33.93.44 ccds=CCDS46459.1,CCDS42786.1,CCDS42785.1,CCDS33334.1,CCDS46459.1",5.0,0.0,41.0,79.0,31.0,0.0,74.0,58.0
"ENSE00002365873 chr2:95952183-95952352 strand=1 len=44.93.33 ccds=CCDS2012.1,CCDS2012.1,CCDS2012.1",0.0,30.0,0.0,0.0,1.0,15.0,23.0,28.0
ENSE00002365900 chr5:158702115-158702284 strand=1 len=41.99.30 ccds=CCDS4345.1,42.0,47.0,23.0,0.0,0.0,4.0,13.0,0.0
ENSE00002365900_001 mut chr5:158702115-158702284 strand=1 len=41.99.30,240.0,0.0,48.0,0.0,32.0,0.0,7.0,0.0
ENSE00002365900_002 mut chr5:158702115-158702284 strand=1 len=41.99.30,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00002365900_003 mut chr5:158702115-158702284 strand=1 len=41.99.30,2.0,0.0,2.0,0.0,28.0,0.0,31.0,0.0
ENSE00002365900_005 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,62.0,215.0,318.0,24.0,36.0,218.0,126.0
ENSE00002365900_006 mut chr5:158702115-158702284 strand=1 len=41.99.30,12.0,0.0,4.0,48.0,0.0,1.0,42.0,38.0
ENSE00002365900_007 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_008 mut chr5:158702115-158702284 strand=1 len=41.99.30,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSE00002365900_009 mut chr5:158702115-158702284 strand=1 len=41.99.30,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_011 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0
ENSE00002365900_012 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
ENSE00002365900_013 mut chr5:158702115-158702284 strand=1 len=41.99.30,30.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0
ENSE00002365900_017 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_018 mut chr5:158702115-158702284 strand=1 len=41.99.30,25.0,0.0,0.0,0.0,19.0,1.0,3.0,0.0
ENSE00002365900_019 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,2.0,0.0,0.0,0.0,15.0,7.0
ENSE00002365900_020 mut chr5:158702115-158702284 strand=1 len=41.99.30,89.0,0.0,169.0,294.0,48.0,15.0,94.0,137.0
ENSE00002365900_021 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_028 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0
ENSE00002365900_029 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0
ENSE00002365900_032 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,50.0,0.0,9.0,33.0,6.0,5.0,27.0
ENSE00002365900_034 mut chr5:158702115-158702284 strand=1 len=41.99.30,125.0,0.0,16.0,0.0,13.0,0.0,0.0,4.0
ENSE00002365900_035 mut chr5:158702115-158702284 strand=1 len=41.99.30,18.0,0.0,0.0,12.0,8.0,0.0,15.0,0.0
ENSE00002365900_037 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0
ENSE00002365900_040 mut chr5:158702115-158702284 strand=1 len=41.99.30,771.0,16.0,261.0,1.0,254.0,9.0,162.0,0.0
ENSE00002365900_041 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,59.0,0.0,18.0,0.0
ENSE00002365900_042 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
ENSE00002365900_043 mut chr5:158702115-158702284 strand=1 len=41.99.30,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_046 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0
ENSE00002365900_047 mut chr5:158702115-158702284 strand=1 len=41.99.30,32.0,0.0,33.0,8.0,28.0,0.0,0.0,0.0
ENSE00002365900_049 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
ENSE00002365900_050 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
ENSE00002365900_055 mut chr5:158702115-158702284 strand=1 len=41.99.30,32.0,0.0,18.0,5.0,0.0,0.0,0.0,13.0
ENSE00002365900_058 mut chr5:158702115-158702284 strand=1 len=41.99.30,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_059 mut chr5:158702115-158702284 strand=1 len=41.99.30,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00002365900_060 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00002365900_061 mut chr5:158702115-158702284 strand=1 len=41.99.30,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_064 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSE00002365900_066 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0
ENSE00002365900_068 mut chr5:158702115-158702284 strand=1 len=41.99.30,165.0,26.0,50.0,96.0,0.0,0.0,151.0,252.0
ENSE00002365900_069 mut chr5:158702115-158702284 strand=1 len=41.99.30,58.0,0.0,103.0,159.0,4.0,1.0,27.0,78.0
ENSE00002365900_070 mut chr5:158702115-158702284 strand=1 len=41.99.30,34.0,0.0,13.0,0.0,33.0,0.0,21.0,0.0
ENSE00002365900_071 mut chr5:158702115-158702284 strand=1 len=41.99.30,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_072 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_073 mut chr5:158702115-158702284 strand=1 len=41.99.30,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00002365900_074 mut chr5:158702115-158702284 strand=1 len=41.99.30,442.0,0.0,108.0,0.0,416.0,0.0,205.0,0.0
ENSE00002365900_075 mut chr5:158702115-158702284 strand=1 len=41.99.30,206.0,1.0,59.0,18.0,400.0,3.0,201.0,41.0
ENSE00002365900_076 mut chr5:158702115-158702284 strand=1 len=41.99.30,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
ENSE00002365952 chrX:38533433-38533602 strand=1 len=42.96.32 ccds=CCDS14248.1,4.0,0.0,27.0,89.0,1.0,1.0,43.0,96.0
"ENSE00002366075 chr2:233752701-233752870 strand=-1 len=42.75.53 ccds=CCDS46544.1,CCDS2500.1",31.0,21.0,65.0,272.0,0.0,4.0,77.0,117.0
"ENSE00002366116 chr12:112308847-112309016 strand=1 len=42.96.32 ccds=CCDS44975.1,CCDS44976.1",0.0,7.0,52.0,310.0,13.0,5.0,153.0,285.0
ENSE00002366396 chr2:113951391-113951560 strand=1 len=45.90.35 ccds=CCDS33276.1,0.0,9.0,26.0,58.0,1.0,4.0,15.0,96.0
"ENSE00002366494 chr10:116070078-116070247 strand=-1 len=35.90.45 ccds=CCDS31286.1,CCDS31287.1",1.0,8.0,77.0,126.0,0.0,7.0,13.0,9.0
ENSE00002366536 chr7:141760052-141760221 strand=1 len=59.63.48 ccds=CCDS47727.1,35.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0
