id,R1-DN,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DN,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00001746002_023 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,60.0,0.0,3.0,3.0,0.0,43.0,0.0,30.0,0.0
ENSE00001746002_024 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,25.0,0.0,1.0,0.0,0.0,34.0,0.0,35.0,0.0
ENSE00001746002_025 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,81.0,0.0,21.0,1.0,0.0,100.0,1.0,37.0,1.0
ENSE00001746002_026 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,69.0,0.0,22.0,0.0,0.0,40.0,0.0,26.0,0.0
ENSE00001746002_027 mut chrX:101096824-101096993 strand=-1 len=38.84.48,1.0,113.0,0.0,29.0,0.0,0.0,68.0,5.0,66.0,0.0
ENSE00001746002_028 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,23.0,0.0,6.0,0.0,0.0,41.0,0.0,30.0,0.0
ENSE00001746002_029 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,166.0,0.0,55.0,0.0,0.0,45.0,0.0,23.0,0.0
ENSE00001746002_030 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,60.0,0.0,17.0,1.0,0.0,58.0,0.0,35.0,0.0
ENSE00001746002_031 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,59.0,0.0,11.0,0.0,0.0,83.0,0.0,23.0,0.0
ENSE00001746002_032 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,182.0,1.0,38.0,4.0,0.0,139.0,0.0,42.0,0.0
ENSE00001746002_033 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,114.0,0.0,25.0,0.0,0.0,56.0,0.0,35.0,1.0
ENSE00001746002_034 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,104.0,0.0,17.0,4.0,0.0,68.0,2.0,26.0,0.0
ENSE00001746002_035 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,34.0,1.0,18.0,0.0,0.0,123.0,0.0,31.0,0.0
ENSE00001746002_036 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,60.0,0.0,15.0,0.0,0.0,71.0,0.0,40.0,0.0
ENSE00001746002_037 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,154.0,0.0,32.0,0.0,0.0,59.0,1.0,27.0,3.0
ENSE00001746002_038 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
ENSE00001746002_039 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0
ENSE00001746002_040 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,48.0,1.0,7.0,2.0,0.0,109.0,0.0,44.0,0.0
ENSE00001746002_041 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,101.0,3.0,13.0,0.0,1.0,90.0,2.0,47.0,1.0
ENSE00001746002_042 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,83.0,2.0,27.0,1.0,0.0,66.0,6.0,52.0,2.0
ENSE00001746002_043 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,336.0,0.0,129.0,7.0,0.0,160.0,0.0,82.0,0.0
ENSE00001746002_044 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,43.0,0.0,18.0,0.0,0.0,85.0,0.0,48.0,1.0
ENSE00001746002_045 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,122.0,2.0,32.0,0.0,0.0,80.0,0.0,35.0,1.0
ENSE00001746002_046 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,53.0,0.0,8.0,0.0,0.0,20.0,0.0,2.0,0.0
ENSE00001746002_047 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,102.0,0.0,24.0,2.0,0.0,91.0,0.0,73.0,1.0
ENSE00001746002_048 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,41.0,2.0,18.0,0.0,0.0,97.0,0.0,50.0,1.0
ENSE00001746002_049 mut chrX:101096824-101096993 strand=-1 len=38.84.48,1.0,99.0,0.0,33.0,0.0,0.0,66.0,0.0,23.0,0.0
ENSE00001746002_050 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,54.0,0.0,16.0,1.0,0.0,86.0,0.0,48.0,0.0
ENSE00001746002_051 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,38.0,0.0,4.0,0.0,0.0,104.0,0.0,55.0,0.0
ENSE00001746002_052 mut chrX:101096824-101096993 strand=-1 len=38.84.48,1.0,66.0,2.0,24.0,9.0,0.0,46.0,0.0,19.0,0.0
ENSE00001746002_053 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,34.0,0.0,9.0,1.0,0.0,69.0,0.0,38.0,1.0
ENSE00001746002_054 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,148.0,0.0,38.0,0.0,0.0,142.0,3.0,71.0,0.0
ENSE00001746002_055 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,103.0,2.0,52.0,0.0,0.0,139.0,0.0,86.0,1.0
ENSE00001746002_056 mut chrX:101096824-101096993 strand=-1 len=38.84.48,1.0,318.0,0.0,73.0,0.0,0.0,165.0,0.0,69.0,2.0
ENSE00001746002_057 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,105.0,6.0,49.0,2.0,0.0,93.0,2.0,50.0,1.0
ENSE00001746002_058 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0
ENSE00001746002_059 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,96.0,0.0,34.0,0.0,0.0,90.0,0.0,53.0,0.0
ENSE00001746002_060 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,22.0,0.0,9.0,0.0,0.0,70.0,1.0,26.0,0.0
ENSE00001746002_061 mut chrX:101096824-101096993 strand=-1 len=38.84.48,1.0,25.0,0.0,5.0,1.0,0.0,85.0,0.0,17.0,0.0
ENSE00001746002_062 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,57.0,0.0,24.0,0.0,0.0,43.0,0.0,23.0,0.0
ENSE00001746002_063 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,88.0,0.0,25.0,0.0,0.0,151.0,1.0,84.0,1.0
ENSE00001746002_064 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,117.0,0.0,35.0,0.0,0.0,106.0,0.0,38.0,1.0
ENSE00001746002_065 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,30.0,2.0,16.0,5.0,0.0,29.0,2.0,33.0,0.0
ENSE00001746002_066 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,100.0,0.0,16.0,0.0,0.0,112.0,0.0,32.0,0.0
ENSE00001746002_067 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,107.0,0.0,45.0,0.0,0.0,124.0,0.0,50.0,1.0
ENSE00001746002_068 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,31.0,0.0,14.0,0.0,0.0,44.0,0.0,14.0,0.0
ENSE00001746002_069 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,18.0,0.0,11.0,0.0,0.0,19.0,0.0,10.0,0.0
ENSE00001746002_070 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,9.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSE00001746002_071 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,0.0
ENSE00001746002_072 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,3.0,0.0,6.0,0.0,0.0,5.0,0.0,5.0,0.0
ENSE00001746002_073 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,66.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSE00001746002_074 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,130.0,0.0,18.0,1.0,0.0,64.0,0.0,26.0,0.0
ENSE00001746002_075 mut chrX:101096824-101096993 strand=-1 len=38.84.48,0.0,60.0,0.0,14.0,0.0,0.0,39.0,0.0,26.0,0.0
"ENSE00001746031 chr22:40060040-40060209 strand=1 len=56.69.45 ccds=CCDS46711.1,CCDS46710.1",0.0,657.0,1.0,220.0,0.0,0.0,369.0,0.0,293.0,0.0
"ENSE00001746050 chr1:103477918-103478087 strand=-1 len=51.57.62 ccds=CCDS780.1,CCDS778.1",0.0,0.0,2.0,11.0,21.0,0.0,1.0,3.0,19.0,14.0
ENSE00001746102 chr3:183749473-183749642 strand=1 len=57.66.47 ccds=CCDS46966.1,0.0,0.0,4.0,4.0,0.0,0.0,1.0,6.0,2.0,0.0
"ENSE00001746140 chr12:57696900-57697069 strand=-1 len=59.42.69 ccds=CCDS8937.2,CCDS8937.2",0.0,0.0,0.0,3.0,17.0,1.0,6.0,2.0,15.0,64.0
"ENSE00001746339 chrX:101623669-101623838 strand=-1 len=39.81.50 ccds=CCDS43979.1,CCDS43979.1,CCDS43979.1,CCDS43979.1",0.0,4.0,0.0,7.0,0.0,0.0,14.0,0.0,7.0,0.0
ENSE00001746619 chr12:7947006-7947175 strand=1 len=47.87.36 ccds=CCDS31736.1,0.0,2.0,4.0,6.0,63.0,0.0,8.0,1.0,40.0,165.0
"ENSE00001746804 chr1:21583971-21584140 strand=-1 len=47.66.57 ccds=CCDS44083.1,CCDS44081.1,CCDS215.1,CCDS44082.1",70.0,205.0,188.0,5784.0,7210.0,0.0,220.0,124.0,546.0,1530.0
"ENSE00001747005 chr20:35860657-35860826 strand=1 len=42.96.32 ccds=CCDS13291.1,CCDS46599.1",41.0,105.0,704.0,1798.0,2316.0,19.0,94.0,138.0,247.0,1434.0
"ENSE00001747277 chr1:103388839-103389008 strand=-1 len=53.54.63 ccds=CCDS780.1,CCDS778.1",0.0,0.0,1.0,6.0,18.0,1.0,2.0,3.0,23.0,105.0
ENSE00001747304 chr18:21946814-21946983 strand=-1 len=42.75.53 ccds=CCDS11884.1,0.0,2.0,29.0,7.0,18.0,0.0,2.0,32.0,18.0,27.0
ENSE00001747335 chr1:55631511-55631680 strand=-1 len=47.66.57 ccds=CCDS44154.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ENSE00001747414 chr20:19560591-19560760 strand=1 len=53.75.42 ccds=CCDS13140.1,0.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,3.0,5.0
ENSE00001747444 chrX:3533815-3533984 strand=-1 len=41.78.51 ccds=CCDS14125.1,1.0,50.0,10.0,208.0,2456.0,0.0,28.0,16.0,170.0,610.0
"ENSE00001747472 chr10:81923054-81923223 strand=-1 len=51.57.62 ccds=CCDS7364.1,CCDS7364.1,CCDS7364.1,CCDS7364.1,CCDS7364.1,CCDS7364.1,CCDS7364.1",0.0,35.0,53.0,729.0,1884.0,0.0,42.0,14.0,90.0,223.0
ENSE00001747591 chr5:150111379-150111548 strand=-1 len=69.21.80 ccds=CCDS47310.1,0.0,16.0,0.0,13.0,0.0,0.0,61.0,1.0,42.0,0.0
ENSE00001747670 chr11:63400454-63400623 strand=-1 len=44.72.54 ccds=CCDS41663.1,0.0,0.0,2.0,3.0,10.0,0.0,0.0,0.0,6.0,1.0
"ENSE00001747671 chr12:10868258-10868427 strand=-1 len=35.90.45 ccds=CCDS44831.1,CCDS8630.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ENSE00001747870 chr17:18042797-18042966 strand=1 len=51.78.41 ccds=CCDS42271.1,0.0,0.0,5.0,153.0,131.0,0.0,1.0,59.0,607.0,1823.0
ENSE00001747882 chr14:96781452-96781621 strand=-1 len=39.81.50 ccds=CCDS9944.2,0.0,0.0,2.0,3.0,18.0,1.0,4.0,1.0,7.0,39.0
ENSE00001747895 chr10:85957477-85957646 strand=1 len=65.51.54 ccds=CCDS7372.1,60.0,7722.0,62.0,5696.0,16.0,1.0,9728.0,14.0,668.0,18.0
ENSE00001748465 chr7:74191563-74191732 strand=1 len=50.81.39 ccds=CCDS34657.1,38.0,50.0,409.0,1765.0,2282.0,1.0,38.0,165.0,1091.0,4972.0
"ENSE00001748558 chr10:6258616-6258785 strand=1 len=53.75.42 ccds=CCDS7078.1,CCDS44353.1",0.0,1.0,0.0,4.0,7.0,0.0,1.0,0.0,17.0,14.0
ENSE00001748607 chr12:63989702-63989871 strand=-1 len=44.72.54 ccds=CCDS31851.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00001748713 chr15:73064076-73064245 strand=-1 len=48.63.59 ccds=CCDS42057.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSE00001748923 chr4:39267632-39267801 strand=1 len=51.78.41 ccds=CCDS47042.1,0.0,7.0,17.0,40.0,266.0,0.0,1.0,28.0,31.0,95.0
ENSE00001748997 chr7:81799816-81799985 strand=-1 len=50.60.60 ccds=CCDS5598.1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0
"ENSE00001749051 chr12:48390290-48390459 strand=-1 len=41.78.51 ccds=CCDS8759.1,CCDS41778.1",0.0,40.0,6.0,72.0,1189.0,2.0,2.0,11.0,58.0,225.0
ENSE00001749136 chr4:89827492-89827661 strand=-1 len=38.84.48 ccds=CCDS34029.1,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,14.0,17.0
ENSE00001749205 chr8:17868058-17868227 strand=1 len=60.60.50 ccds=CCDS47812.1,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0
ENSE00001749345 chr9:137714772-137714941 strand=1 len=72.36.62 ccds=CCDS6982.1,0.0,0.0,3.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0
"ENSE00001749457 chr9:130569437-130569606 strand=1 len=51.78.41 ccds=CCDS35148.1,CCDS35149.1",39.0,644.0,33.0,463.0,0.0,0.0,366.0,0.0,202.0,0.0
"ENSE00001749741 chr22:22041887-22042056 strand=1 len=45.90.35 ccds=CCDS13793.1,CCDS13793.1,CCDS46670.1,CCDS13793.1,CCDS13793.1",0.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,11.0,0.0
"ENSE00001750274 chr6:31609263-31609432 strand=-1 len=53.54.63 ccds=CCDS4709.1,CCDS47403.1,CCDS4709.1",0.0,7.0,14.0,141.0,1399.0,0.0,2.0,2.0,140.0,356.0
"ENSE00001750327 chr7:23757059-23757228 strand=1 len=41.99.30 ccds=CCDS5386.1,CCDS43556.1,CCDS43556.1",0.0,1.0,17.0,4.0,13.0,1.0,7.0,20.0,27.0,39.0
"ENSE00001750340 chr1:103483328-103483497 strand=-1 len=48.63.59 ccds=CCDS780.1,CCDS778.1",0.0,44.0,43.0,116.0,10.0,0.0,33.0,90.0,154.0,10.0
ENSE00001750412 chr3:47061211-47061380 strand=-1 len=39.81.50 ccds=CCDS2749.2,1.0,0.0,0.0,12.0,33.0,0.0,1.0,0.0,14.0,25.0
ENSE00001750553 chr6:33134794-33134963 strand=-1 len=53.54.63 ccds=CCDS43452.1,0.0,317.0,554.0,5069.0,5808.0,49.0,938.0,1540.0,9643.0,35290.0
ENSE00001750553_001 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,65.0,32.0,1337.0,879.0,0.0,174.0,204.0,2488.0,10918.0
ENSE00001750553_002 mut chr6:33134794-33134963 strand=-1 len=53.54.63,21.0,325.0,432.0,4722.0,7804.0,11.0,113.0,182.0,2869.0,12672.0
ENSE00001750553_003 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,1735.0,13.0,1190.0,0.0,0.0,3852.0,74.0,2505.0,164.0
ENSE00001750553_004 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,1541.0,0.0,883.0,0.0,0.0,664.0,0.0,317.0,0.0
ENSE00001750553_005 mut chr6:33134794-33134963 strand=-1 len=53.54.63,98.0,87.0,63.0,911.0,1401.0,13.0,978.0,440.0,4083.0,7759.0
ENSE00001750553_006 mut chr6:33134794-33134963 strand=-1 len=53.54.63,45.0,183.0,346.0,2466.0,3576.0,11.0,132.0,227.0,5073.0,19866.0
ENSE00001750553_007 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,52.0,2731.0,1241.0,288.0,0.0,147.0,5000.0,1096.0,708.0
ENSE00001750553_008 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,148.0,7048.0,2409.0,527.0,0.0,85.0,8189.0,2949.0,736.0
ENSE00001750553_009 mut chr6:33134794-33134963 strand=-1 len=53.54.63,59.0,446.0,441.0,3758.0,5822.0,11.0,247.0,577.0,6268.0,28959.0
ENSE00001750553_010 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,0.0,162.0,766.0,1494.0,0.0,701.0,84.0,3643.0,5181.0
ENSE00001750553_011 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,64.0,147.0,643.0,1032.0,0.0,17.0,40.0,986.0,4891.0
ENSE00001750553_012 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,37.0,3397.0,1187.0,827.0,0.0,424.0,12287.0,4451.0,3767.0
ENSE00001750553_013 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,975.0,0.0,669.0,0.0,0.0,925.0,16.0,731.0,0.0
ENSE00001750553_014 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,1147.0,1.0,1036.0,0.0,1.0,4510.0,49.0,2324.0,66.0
ENSE00001750553_015 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,208.0,9240.0,3923.0,989.0,0.0,1435.0,19363.0,6470.0,6073.0
ENSE00001750553_016 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,72.0,729.0,769.0,1095.0,45.0,104.0,185.0,2903.0,9801.0
ENSE00001750553_017 mut chr6:33134794-33134963 strand=-1 len=53.54.63,47.0,85.0,202.0,1453.0,3082.0,14.0,955.0,385.0,4194.0,17680.0
ENSE00001750553_018 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,416.0,10.0,454.0,0.0,0.0,385.0,28.0,771.0,0.0
ENSE00001750553_019 mut chr6:33134794-33134963 strand=-1 len=53.54.63,23.0,275.0,157.0,1332.0,1700.0,0.0,802.0,71.0,2888.0,4270.0
ENSE00001750553_020 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,0.0,62.0,282.0,502.0,0.0,85.0,0.0,330.0,1151.0
ENSE00001750553_021 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,57.0,153.0,905.0,2337.0,1.0,177.0,106.0,2375.0,10221.0
ENSE00001750553_022 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,67.0,2112.0,897.0,35.0,48.0,228.0,14873.0,3310.0,662.0
ENSE00001750553_023 mut chr6:33134794-33134963 strand=-1 len=53.54.63,54.0,315.0,487.0,2823.0,4019.0,32.0,695.0,1372.0,1004.0,4084.0
ENSE00001750553_024 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,1640.0,7.0,1396.0,19.0,0.0,2942.0,5.0,1432.0,357.0
ENSE00001750553_025 mut chr6:33134794-33134963 strand=-1 len=53.54.63,18.0,167.0,221.0,2084.0,3160.0,0.0,368.0,723.0,3788.0,17337.0
ENSE00001750553_026 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,82.0,464.0,4159.0,6125.0,1.0,152.0,631.0,4925.0,25423.0
ENSE00001750553_027 mut chr6:33134794-33134963 strand=-1 len=53.54.63,1.0,108.0,233.0,2869.0,4975.0,30.0,41.0,304.0,3191.0,16018.0
ENSE00001750553_028 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,1459.0,51.0,961.0,75.0,1.0,1278.0,117.0,1696.0,348.0
ENSE00001750553_029 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,0.0,101.0,665.0,1461.0,0.0,5.0,8.0,563.0,3399.0
ENSE00001750553_030 mut chr6:33134794-33134963 strand=-1 len=53.54.63,10.0,213.0,716.0,3722.0,6501.0,5.0,330.0,571.0,4848.0,24363.0
ENSE00001750553_031 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,4.0,252.0,1863.0,2206.0,32.0,698.0,299.0,3988.0,15850.0
ENSE00001750553_032 mut chr6:33134794-33134963 strand=-1 len=53.54.63,35.0,743.0,461.0,1504.0,2616.0,0.0,105.0,1227.0,2842.0,10407.0
ENSE00001750553_033 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,43.0,230.0,2171.0,3607.0,36.0,336.0,641.0,5774.0,22312.0
ENSE00001750553_034 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,57.0,91.0,639.0,1472.0,36.0,79.0,502.0,2014.0,7071.0
ENSE00001750553_035 mut chr6:33134794-33134963 strand=-1 len=53.54.63,10.0,128.0,201.0,1501.0,2321.0,1.0,195.0,205.0,3314.0,14098.0
ENSE00001750553_036 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,132.0,29.0,197.0,151.0,101.0,85.0,369.0,3054.0,6571.0
ENSE00001750553_037 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,0.0,894.0,389.0,0.0,0.0,103.0,3173.0,961.0,100.0
ENSE00001750553_038 mut chr6:33134794-33134963 strand=-1 len=53.54.63,21.0,17.0,551.0,1040.0,1296.0,0.0,85.0,1772.0,2987.0,11681.0
ENSE00001750553_039 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,387.0,0.0,491.0,0.0,0.0,1561.0,264.0,1534.0,824.0
ENSE00001750553_040 mut chr6:33134794-33134963 strand=-1 len=53.54.63,28.0,19.0,486.0,498.0,261.0,0.0,0.0,177.0,112.0,107.0
ENSE00001750553_041 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,0.0,173.0,1666.0,2191.0,0.0,5.0,55.0,121.0,1101.0
ENSE00001750553_042 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,113.0,96.0,2057.0,3647.0,19.0,455.0,412.0,5277.0,26273.0
ENSE00001750553_043 mut chr6:33134794-33134963 strand=-1 len=53.54.63,116.0,191.0,177.0,3900.0,4155.0,0.0,813.0,327.0,5888.0,19091.0
ENSE00001750553_044 mut chr6:33134794-33134963 strand=-1 len=53.54.63,68.0,159.0,615.0,5008.0,7104.0,150.0,89.0,523.0,7735.0,33499.0
ENSE00001750553_045 mut chr6:33134794-33134963 strand=-1 len=53.54.63,4.0,83.0,62.0,915.0,1587.0,201.0,181.0,269.0,5490.0,24107.0
ENSE00001750553_046 mut chr6:33134794-33134963 strand=-1 len=53.54.63,28.0,603.0,0.0,286.0,1.0,0.0,1899.0,0.0,1332.0,0.0
ENSE00001750553_047 mut chr6:33134794-33134963 strand=-1 len=53.54.63,61.0,1474.0,2.0,946.0,0.0,1.0,2322.0,15.0,1723.0,367.0
ENSE00001750553_048 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,231.0,4999.0,3396.0,1586.0,122.0,944.0,7594.0,3056.0,5670.0
ENSE00001750553_049 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,92.0,1901.0,890.0,108.0,0.0,203.0,8100.0,2876.0,1163.0
ENSE00001750553_050 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,17.0,214.0,584.0,646.0,0.0,229.0,340.0,3047.0,11585.0
ENSE00001750553_051 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,634.0,183.0,1711.0,1865.0,29.0,128.0,409.0,3677.0,19027.0
ENSE00001750553_052 mut chr6:33134794-33134963 strand=-1 len=53.54.63,9.0,100.0,52.0,861.0,857.0,0.0,72.0,120.0,1719.0,4492.0
ENSE00001750553_053 mut chr6:33134794-33134963 strand=-1 len=53.54.63,32.0,145.0,1058.0,2769.0,3954.0,1.0,519.0,802.0,3086.0,13638.0
ENSE00001750553_054 mut chr6:33134794-33134963 strand=-1 len=53.54.63,1535.0,610.0,125.0,3693.0,2603.0,1321.0,366.0,133.0,4495.0,5360.0
ENSE00001750553_055 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,2238.0,59.0,2376.0,0.0,0.0,3513.0,69.0,333.0,15.0
ENSE00001750553_056 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,3103.0,62.0,2520.0,0.0,0.0,3409.0,30.0,244.0,15.0
ENSE00001750553_057 mut chr6:33134794-33134963 strand=-1 len=53.54.63,43.0,186.0,54.0,1483.0,2931.0,39.0,444.0,344.0,5499.0,20730.0
ENSE00001750553_058 mut chr6:33134794-33134963 strand=-1 len=53.54.63,110.0,56.0,392.0,3385.0,4620.0,171.0,236.0,1232.0,3860.0,24629.0
ENSE00001750553_059 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,9.0,2641.0,788.0,295.0,17.0,173.0,8735.0,1196.0,357.0
ENSE00001750553_060 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,97.0,6.0,626.0,173.0,0.0,100.0,0.0,126.0,0.0
ENSE00001750553_061 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,1555.0,1.0,1234.0,376.0,0.0,4779.0,1.0,3489.0,0.0
ENSE00001750553_062 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,3316.0,1.0,2127.0,0.0,3.0,4279.0,262.0,3031.0,114.0
ENSE00001750553_063 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,44.0,719.0,314.0,186.0,1.0,96.0,1287.0,643.0,629.0
ENSE00001750553_064 mut chr6:33134794-33134963 strand=-1 len=53.54.63,3.0,0.0,100.0,450.0,596.0,0.0,290.0,115.0,2035.0,6655.0
ENSE00001750553_065 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,20.0,146.0,1353.0,2650.0,138.0,164.0,291.0,2523.0,11800.0
ENSE00001750553_066 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,224.0,165.0,2276.0,4325.0,6.0,133.0,362.0,3768.0,13329.0
ENSE00001750553_067 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,97.0,114.0,879.0,1914.0,1.0,275.0,389.0,4323.0,14095.0
ENSE00001750553_068 mut chr6:33134794-33134963 strand=-1 len=53.54.63,26.0,112.0,178.0,2776.0,3127.0,0.0,105.0,307.0,2562.0,8451.0
ENSE00001750553_069 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,93.0,157.0,2489.0,4406.0,11.0,126.0,259.0,1540.0,7964.0
ENSE00001750553_070 mut chr6:33134794-33134963 strand=-1 len=53.54.63,184.0,221.0,245.0,1766.0,3276.0,0.0,13.0,267.0,1373.0,3446.0
ENSE00001750553_071 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,155.0,147.0,923.0,978.0,48.0,282.0,379.0,3698.0,11590.0
ENSE00001750553_072 mut chr6:33134794-33134963 strand=-1 len=53.54.63,40.0,297.0,732.0,6304.0,8815.0,0.0,308.0,326.0,5521.0,20146.0
ENSE00001750553_073 mut chr6:33134794-33134963 strand=-1 len=53.54.63,68.0,525.0,860.0,5263.0,5476.0,27.0,633.0,1009.0,4769.0,22474.0
ENSE00001750553_074 mut chr6:33134794-33134963 strand=-1 len=53.54.63,0.0,8.0,348.0,246.0,0.0,0.0,0.0,922.0,379.0,135.0
ENSE00001750553_075 mut chr6:33134794-33134963 strand=-1 len=53.54.63,67.0,94.0,642.0,1065.0,2018.0,0.0,52.0,216.0,2502.0,9237.0
